1894.208,-0.49,-0.91,-0.7,-0.5
1894.292,-0.64,-1.15,-0.9,-0.65
1894.375,-0.65,-1.56,-1.1,-0.67
1894.458,-0.81,-1.31,-1.06,-0.81
1894.542,-0.5,-1.39,-0.94,-0.53
1894.625,-0.59,-1.17,-0.88,-0.61
1894.708,-0.92,-1.59,-1.25,-0.92
1894.792,-0.8,-0.81,-0.8,-0.81
1894.875,-1.04,-0.37,-0.71,-1.03
1894.958,-0.84,-0.75,-0.8,-0.83
1895.042,-1.7,-1.1,-1.4,-1.66
1895.125,-2.43,-1.06,-1.75,-2.38
1895.208,-1.35,-0.87,-1.11,-1.33
1895.292,-0.69,-1.04,-0.86,-0.69
1895.375,-0.67,-1.12,-0.89,-0.69
1895.458,-0.76,-0.63,-0.7,-0.78
1895.542,-0.78,-1.52,-1.15,-0.81
1895.625,-0.78,-0.58,-0.68,-0.79
1895.708,-0.35,-0.79,-0.57,-0.38
1895.792,-0.93,-0.34,-0.63,-0.94
1895.875,-0.82,-0.78,-0.8,-0.84
1895.958,-0.88,-0.18,-0.53,-0.87
1896.042,-0.84,-0.39,-0.61,-0.83
1896.125,-0.75,-0.67,-0.71,-0.73
1896.208,-1.48,-0.67,-1.08,-1.45
1896.292,-1.28,-0.89,-1.09,-1.24
1896.375,-0.53,-1.12,-0.83,-0.54
1896.458,-0.27,-1.24,-0.75,-0.31
1896.542,-0.45,-0.9,-0.68,-0.48
1896.625,-0.64,-0.87,-0.75,-0.66
1896.708,-0.69,-0.6,-0.65,-0.72
1896.792,-0.54,-0.16,-0.35,-0.57
1896.875,-1.63,-0.59,-1.11,-1.6
1896.958,-0.75,0.06,-0.34,-0.73
1897.042,-1.14,-0.76,-0.95,-1.13
1897.125,-0.86,-0.57,-0.72,-0.86
1897.208,-1.44,-0.67,-1.06,-1.42
